Round County Immigrants;Round State Immigrants;County Immigrants;County name;County;Anzahl der Datensätze;Origin (B05006 2016 5 yr (State));Origin (quickfilter 2);Origin (tooltip);Origin (quickfilter);Origin;State (B05006 2016 5 yr (State));State Immigrants;State;Total state immigrant population;Total state population
19.200;768.000;19189;Cumberland County, North Carolina;Cumberland County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;717;Currituck County, North Carolina;Currituck County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1805;Dare County, North Carolina;Dare County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
7.800;768.000;7763;Davidson County, North Carolina;Davidson County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1817;Davie County, North Carolina;Davie County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
6.900;768.000;6915;Duplin County, North Carolina;Duplin County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
40.200;768.000;40242;Durham County, North Carolina;Durham County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1278;Edgecombe County, North Carolina;Edgecombe County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
30.900;768.000;30913;Forsyth County, North Carolina;Forsyth County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
3.200;768.000;3248;Franklin County, North Carolina;Franklin County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
10.900;768.000;10932;Gaston County, North Carolina;Gaston County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;186;Gates County, North Carolina;Gates County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;134;Graham County, North Carolina;Graham County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
2.400;768.000;2418;Granville County, North Carolina;Granville County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1573;Greene County, North Carolina;Greene County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
52.000;768.000;51962;Guilford County, North Carolina;Guilford County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;987;Halifax County, North Carolina;Halifax County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
7.300;768.000;7255;Harnett County, North Carolina;Harnett County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1442;Haywood County, North Carolina;Haywood County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
8.300;768.000;8282;Henderson County, North Carolina;Henderson County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;832;Hertford County, North Carolina;Hertford County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
3.200;768.000;3170;Hoke County, North Carolina;Hoke County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;199;Hyde County, North Carolina;Hyde County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
10.500;768.000;10480;Iredell County, North Carolina;Iredell County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1478;Jackson County, North Carolina;Jackson County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
13.600;768.000;13561;Johnston County, North Carolina;Johnston County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;321;Jones County, North Carolina;Jones County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
6.700;768.000;6670;Lee County, North Carolina;Lee County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
2.700;768.000;2652;Lenoir County, North Carolina;Lenoir County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
3.900;768.000;3900;Lincoln County, North Carolina;Lincoln County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1675;Macon County, North Carolina;Macon County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;488;Madison County, North Carolina;Madison County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;318;Martin County, North Carolina;Martin County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1715;McDowell County, North Carolina;McDowell County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
148.400;768.000;148392;Mecklenburg County, North Carolina;Mecklenburg County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;409;Mitchell County, North Carolina;Mitchell County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
2.400;768.000;2423;Montgomery County, North Carolina;Montgomery County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
4.400;768.000;4381;Moore County, North Carolina;Moore County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
4.000;768.000;4047;Nash County, North Carolina;Nash County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
11.500;768.000;11501;New Hanover County, North Carolina;New Hanover County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;282;Northampton County, North Carolina;Northampton County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
7.400;768.000;7435;Onslow County, North Carolina;Onslow County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
17.800;768.000;17796;Orange County, North Carolina;Orange County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;355;Pamlico County, North Carolina;Pamlico County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1613;Pasquotank County, North Carolina;Pasquotank County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
2.200;768.000;2203;Pender County, North Carolina;Pender County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;321;Perquimans County, North Carolina;Perquimans County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;969;Person County, North Carolina;Person County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
8.300;768.000;8276;Pitt County, North Carolina;Pitt County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;683;Polk County, North Carolina;Polk County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
9.200;768.000;9179;Randolph County, North Carolina;Randolph County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1612;Richmond County, North Carolina;Richmond County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
6.500;768.000;6456;Robeson County, North Carolina;Robeson County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
3.100;768.000;3083;Rockingham County, North Carolina;Rockingham County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;166.000;1012;Autauga County, Alabama;Autauga County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
6.500;166.000;6523;Baldwin County, Alabama;Baldwin County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;761;Barbour County, Alabama;Barbour County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;305;Bibb County, Alabama;Bibb County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
2.500;166.000;2465;Blount County, Alabama;Blount County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;160;Bullock County, Alabama;Bullock County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;283;Butler County, Alabama;Butler County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
2.800;166.000;2774;Calhoun County, Alabama;Calhoun County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;337;Chambers County, Alabama;Chambers County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;188;Cherokee County, Alabama;Cherokee County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
2.400;166.000;2435;Chilton County, Alabama;Chilton County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;22;Choctaw County, Alabama;Choctaw County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;116;Clarke County, Alabama;Clarke County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;255;Clay County, Alabama;Clay County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;262;Cleburne County, Alabama;Cleburne County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;1906;Coffee County, Alabama;Coffee County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;849;Colbert County, Alabama;Colbert County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;108;Conecuh County, Alabama;Conecuh County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;136;Coosa County, Alabama;Coosa County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;360;Covington County, Alabama;Covington County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;318;Crenshaw County, Alabama;Crenshaw County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
2.300;166.000;2304;Cullman County, Alabama;Cullman County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;1362;Dale County, Alabama;Dale County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;610;Dallas County, Alabama;Dallas County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
5.200;166.000;5162;DeKalb County, Alabama;DeKalb County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;1580;Elmore County, Alabama;Elmore County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;279;Escambia County, Alabama;Escambia County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
3.000;166.000;2979;Etowah County, Alabama;Etowah County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;94;Fayette County, Alabama;Fayette County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
2.800;166.000;2805;Franklin County, Alabama;Franklin County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;449;Geneva County, Alabama;Geneva County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;22;Greene County, Alabama;Greene County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;157;Hale County, Alabama;Hale County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;294;Henry County, Alabama;Henry County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
2.400;166.000;2407;Houston County, Alabama;Houston County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;1187;Jackson County, Alabama;Jackson County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
25.900;166.000;25875;Jefferson County, Alabama;Jefferson County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;119;Lamar County, Alabama;Lamar County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;1902;Lauderdale County, Alabama;Lauderdale County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;243;Lawrence County, Alabama;Lawrence County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
7.900;166.000;7940;Lee County, Alabama;Lee County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
3.900;166.000;3908;Limestone County, Alabama;Limestone County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;32;Lowndes County, Alabama;Lowndes County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;222;Macon County, Alabama;Macon County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
19.500;166.000;19461;Madison County, Alabama;Madison County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;182;Marengo County, Alabama;Marengo County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;489;Marion County, Alabama;Marion County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
6.800;166.000;6779;Marshall County, Alabama;Marshall County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
12.900;166.000;12864;Mobile County, Alabama;Mobile County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;44;Monroe County, Alabama;Monroe County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
9.900;166.000;9912;Montgomery County, Alabama;Montgomery County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
5.200;166.000;5163;Morgan County, Alabama;Morgan County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;37;Perry County, Alabama;Perry County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;312;Pickens County, Alabama;Pickens County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;1293;Pike County, Alabama;Pike County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;361;Randolph County, Alabama;Randolph County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;1667;Russell County, Alabama;Russell County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
11.200;166.000;11246;Shelby County, Alabama;Shelby County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
;166.000;1520;St. Clair County, Alabama;St. Clair County;1;Total:;Total:;all countries;(Total);Total:;Alabama;165504;Alabama;165504;4841164
